year,company,car_name,km_driven,fuel_type,transmission,price,location
2022,Mahindra,XUV300 W6 1.2 PETROL AMT,14205,Petrol,Automatic,₹9.98 Lakh,Bangalore
2016,Tata,Zest XMS PETROL,80078,Petrol,Manual,₹4.40 Lakh,Bangalore
2019,Hyundai,Verna 1.6 VTVT SX (O) AT,49820,Petrol,Automatic,₹10.24 Lakh,Bangalore
2013,Honda,City 1.5L I-VTEC V MT,103965,Petrol,Manual,₹4.80 Lakh,Bangalore
2017,Maruti,IGNIS ZETA 1.2 AMT,68890,Petrol,Automatic,₹5.53 Lakh,Bangalore
2017,Hyundai,Eon ERA PLUS (O),36950,Petrol,Manual,₹3.22 Lakh,Bangalore
2016,Volkswagen,Vento HIGHLINE PETROL AT,80842,Petrol,Automatic,₹6.76 Lakh,Bangalore
2017,Renault,Kwid RXT 0.8,48581,Petrol,Manual,₹3.04 Lakh,Bangalore
2014,Honda,Amaze 1.2L I-VTEC VX,109589,Petrol,Manual,₹3.66 Lakh,Bangalore
2020,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,52878,Petrol,Manual,₹8.00 Lakh,Bangalore
2018,Jeep,Compass LONGITUDE 2.0 DIESEL,63398,Diesel,Manual,₹14.27 Lakh,Bangalore
2020,Renault,Kwid CLIMBER 1.0 AMT (O),18336,Petrol,Automatic,₹4.84 Lakh,Bangalore
2017,Tata,Tiago XT PETROL,28606,Petrol,Manual,₹4.55 Lakh,Bangalore
2017,Renault,Kwid RXT 1.0,45079,Petrol,Manual,₹3.45 Lakh,Bangalore
2011,Maruti,Wagon R 1.0 VXI,79484,Petrol,Manual,₹2.67 Lakh,Bangalore
2019,Renault,Kwid CLIMBER 1.0,46779,Petrol,Manual,₹3.62 Lakh,Bangalore
2018,Maruti,Swift VXI AMT,57341,Petrol,Automatic,₹6.20 Lakh,Bangalore
2018,Hyundai,Verna 1.6 VTVT SX,44659,Petrol,Manual,₹8.34 Lakh,Bangalore
2022,Hyundai,NEW I20 ASTA (O) 1.2 AT,12885,Petrol,Automatic,₹11.03 Lakh,Bangalore
2022,Maruti,Swift ZXI PLUS AMT DUAL TONE,31459,Petrol,Automatic,₹8.51 Lakh,Bangalore
2022,Maruti,Baleno ZETA PETROL 1.2,34474,Petrol,Manual,₹7.75 Lakh,Bangalore
2011,Hyundai,i20 SPORTZ (O) 1.2,65841,Petrol,Manual,₹3.06 Lakh,Bangalore
2011,Hyundai,i10 SPORTZ 1.2,91035,Petrol,Manual,₹2.60 Lakh,Bangalore
2016,Ford,Ecosport TITANIUM 1.5L PETROL AT,50785,Petrol,Automatic,₹7.04 Lakh,Bangalore
2012,Hyundai,i20 SPORTZ 1.4 CRDI,83337,Diesel,Manual,₹3.69 Lakh,Bangalore
2019,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,44309,Petrol,Automatic,₹9.64 Lakh,Bangalore
2016,Ford,Ecosport TREND 1.5L PETROL,77820,Petrol,Manual,₹6.08 Lakh,Bangalore
2017,Renault,Kwid RXT 0.8,33582,Petrol,Manual,₹3.54 Lakh,Bangalore
2019,Renault,Kwid CLIMBER 1.0 (O),24330,Petrol,Manual,₹4.56 Lakh,Bangalore
2018,Hyundai,Creta SX (O) 1.6 DIESEL,40746,Diesel,Manual,₹12.17 Lakh,Bangalore
2018,Honda,City 1.5L I-VTEC VX,85702,Petrol,Manual,₹8.35 Lakh,Bangalore
2011,Hyundai,i10 MAGNA 1.2,130587,Petrol,Manual,₹2.18 Lakh,Bangalore
2021,Renault,Kwid CLIMBER 1.0 (O),41535,Petrol,Manual,₹4.62 Lakh,Bangalore
2021,Skoda,KUSHAQ STYLE 1.5L TSI MT,38566,Petrol,Manual,₹14.83 Lakh,Bangalore
2017,Renault,Duster RXS CVT,61457,Petrol,Automatic,₹6.45 Lakh,Bangalore
2021,Maruti,Celerio ZXI PLUS AGS,45807,Petrol,Automatic,₹6.58 Lakh,Bangalore
2022,Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,11682,Petrol,Automatic,₹12.25 Lakh,Bangalore
2019,Hyundai,Creta SX (O) EXECUTIVE 1.6 PETROL,48476,Petrol,Manual,₹11.18 Lakh,Bangalore
2016,Hyundai,Elite i20 SPORTZ 1.2,36748,Petrol,Manual,₹6.38 Lakh,Bangalore
2018,Maruti,Celerio X VXI (O),39995,Petrol,Manual,₹3.81 Lakh,Bangalore
2019,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,36365,Petrol,Automatic,₹6.63 Lakh,Bangalore
2019,Renault,TRIBER RXL MT,50945,Petrol,Manual,₹5.81 Lakh,Bangalore
2020,Hyundai,AURA SX 1.2 (O),41269,Petrol,Manual,₹7.12 Lakh,Bangalore
2019,Maruti,Dzire ZXI AMT,28533,Petrol,Automatic,₹7.18 Lakh,Bangalore
2017,Hyundai,Creta SX PLUS AT 1.6 PETROL,80561,Petrol,Automatic,₹9.03 Lakh,Bangalore
2017,Volkswagen,TIGUAN HIGHLINE TDI AT,88461,Diesel,Automatic,₹18.34 Lakh,Bangalore
2012,Maruti,Ertiga ZDI,106213,Diesel,Manual,₹6.07 Lakh,Bangalore
2021,MG,HECTOR PLUS SHARP 1.5 PETROL TURBO DCT 6-STR,31138,Petrol,Automatic,₹16.98 Lakh,Bangalore
2017,Hyundai,Creta SX PLUS 1.6 PETROL,52427,Petrol,Manual,₹9.03 Lakh,Bangalore
2015,Maruti,Wagon R 1.0 VXI,49078,Petrol,Manual,₹3.56 Lakh,Bangalore
2011,Hyundai,i20 SPORTZ 1.2,52325,Petrol,Manual,₹3.27 Lakh,Bangalore
2020,Datsun,Redi Go T(O) 1.0 AMT,16537,Petrol,Automatic,₹4.40 Lakh,Bangalore
2020,MG,HECTOR SHARP 2.0 DIESEL DUAL TONE,63301,Diesel,Manual,₹15.32 Lakh,Bangalore
2015,Maruti,Ertiga ZXI,46440,Petrol,Manual,₹7.18 Lakh,Bangalore
2016,Maruti,Celerio ZXI,46240,Petrol,Manual,₹4.48 Lakh,Bangalore
2011,Hyundai,i20 SPORTZ (O) 1.2,111350,Petrol,Manual,₹2.99 Lakh,Bangalore
2023,Maruti,New Wagon-R ZXI 1.2,2896,Petrol,Manual,₹6.93 Lakh,Bangalore
2019,Renault,Kwid RXL,64671,Petrol,Manual,₹3.52 Lakh,Bangalore
2019,Renault,Kwid RXT 1.0 AMT (O),17107,Petrol,Automatic,₹4.90 Lakh,Bangalore
2014,Maruti,Swift Dzire ZXI,122178,Petrol,Manual,₹4.51 Lakh,Bangalore
2019,Maruti,Celerio VXI (O),28904,Petrol,Manual,₹4.82 Lakh,Bangalore
2017,Hyundai,Creta SX PLUS AT 1.6 PETROL,55620,Petrol,Automatic,₹9.91 Lakh,Bangalore
2017,Honda,Jazz 1.2L I-VTEC V AT,68331,Petrol,Automatic,₹5.29 Lakh,Bangalore
2018,Hyundai,Verna 1.6 VTVT SX,15912,Petrol,Manual,₹9.13 Lakh,Bangalore
2020,Tata,NEXON XZ PLUS PETROL,67069,Petrol,Manual,₹8.35 Lakh,Bangalore
2017,Honda,City 1.5L I-VTEC ZX CVT,76529,Petrol,Automatic,₹7.90 Lakh,Bangalore
2016,Hyundai,Elite i20 ASTA 1.2 (O),36174,Petrol,Manual,₹6.90 Lakh,Bangalore
2019,Honda,City 1.5L I-VTEC VX,55227,Petrol,Manual,₹9.19 Lakh,Bangalore
2023,Honda,Amaze 1.2L I-VTEC VX CVT,10391,Petrol,Automatic,₹9.49 Lakh,Bangalore
2019,Renault,Kwid RXT 1.0 (O),23550,Petrol,Manual,₹3.87 Lakh,Bangalore
2018,Honda,WR-V 1.2L I-VTEC VX MT,22231,Petrol,Manual,₹7.01 Lakh,Bangalore
2020,Hyundai,AURA SX+ 1.0 TURBO GDI MT,39864,Petrol,Manual,₹7.40 Lakh,Bangalore
2017,Skoda,Rapid STYLE 1.5 TDI AT,94742,Diesel,Automatic,₹8.43 Lakh,Bangalore
2018,Datsun,Redi Go S 1.0,42955,Petrol,Manual,₹3.03 Lakh,Bangalore
2020,Mahindra,XUV500 W11 AT,59594,Diesel,Automatic,₹15.84 Lakh,Bangalore
2021,Maruti,IGNIS DELTA 1.2 AMT,31951,Petrol,Automatic,₹6.46 Lakh,Bangalore
2018,Maruti,Celerio ZXI,19171,Petrol,Manual,₹4.63 Lakh,Bangalore
2022,MG,HECTOR PLUS SELECT 2.0 DIESEL TURBO MT 7-STR,15431,Diesel,Manual,₹20.80 Lakh,Bangalore
2019,Honda,Amaze 1.5L I-DTEC V CVT,49663,Diesel,Automatic,₹7.50 Lakh,Bangalore
2015,Maruti,Alto 800 LXI,85107,Petrol,Manual,₹2.71 Lakh,Bangalore
2019,Renault,Kwid RXT 1.0 (O),20725,Petrol,Manual,₹4.42 Lakh,Bangalore
2017,Hyundai,i20 Active 1.2 SX,69694,Petrol,Manual,₹6.49 Lakh,Bangalore
2014,Maruti,Celerio VXI AMT,14522,Petrol,Automatic,₹3.77 Lakh,Bangalore
2021,Mahindra,XUV300 W8 (O) 1.2 PETROL,9715,Petrol,Manual,₹10.90 Lakh,Bangalore
2016,Hyundai,Verna FLUIDIC 1.6 CRDI S 4S,65029,Diesel,Manual,₹7.71 Lakh,Bangalore
2017,Maruti,Swift VXI,77191,Petrol,Manual,₹5.15 Lakh,Bangalore
2015,Hyundai,Eon ERA +,22557,Petrol,Manual,₹3.02 Lakh,Bangalore
2014,Mahindra,XUV500 W6,94593,Diesel,Manual,₹7.81 Lakh,Bangalore
2021,Hyundai,ALCAZAR 1.5 SIGNATURE (O) AT 6STR,24546,Diesel,Automatic,₹18.98 Lakh,Bangalore
2018,Mahindra,XUV500 W11 AT,36626,Diesel,Automatic,₹16.43 Lakh,Bangalore
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,23523,Petrol,Manual,₹4.35 Lakh,Bangalore
2017,Hyundai,Creta E PLUS 1.6 PETROL,55852,Petrol,Manual,₹8.54 Lakh,Bangalore
2012,Hyundai,i20 ASTA 1.4 CRDI,102029,Diesel,Manual,₹4.00 Lakh,Bangalore
2019,Datsun,Go T CVT,70260,Petrol,Automatic,₹4.31 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.2,29254,Petrol,Manual,₹6.15 Lakh,Bangalore
2019,Maruti,Baleno ALPHA PETROL 1.2,36932,Petrol,Manual,₹7.27 Lakh,Bangalore
2014,Hyundai,i10 SPORTZ 1.1,82502,Petrol,Manual,₹2.94 Lakh,Bangalore
2014,Mahindra,XUV500 W6,119125,Diesel,Manual,₹7.33 Lakh,Bangalore
2018,Hyundai,Verna 1.6 VTVT SX,55600,Petrol,Manual,₹8.29 Lakh,Bangalore
2019,Renault,Duster 110 PS RXS 4X2 AMT DIESEL,47106,Diesel,Automatic,₹9.41 Lakh,Bangalore
2012,Maruti,Swift Dzire ZXI,36201,Petrol,Manual,₹5.15 Lakh,Bangalore
2022,Hyundai,ALCAZAR 2.0 SIGNATURE (O) AT 7STR,11009,Petrol,Automatic,₹18.89 Lakh,Bangalore
2022,Skoda,KUSHAQ STYLE 1.5L TSI DSG (6 AIRBAGS),20282,Petrol,Automatic,₹17.90 Lakh,Bangalore
2016,Maruti,Ciaz ZXI+,75940,Petrol,Manual,₹5.96 Lakh,Bangalore
2011,Toyota,Etios G,100303,Petrol,Manual,₹3.15 Lakh,Bangalore
2013,Hyundai,i20 ASTA 1.2,66176,Petrol,Manual,₹4.17 Lakh,Bangalore
2020,Honda,Jazz 1.2L I-VTEC ZX,43340,Petrol,Manual,₹8.33 Lakh,Bangalore
2016,Hyundai,Creta SX PLUS 1.6 PETROL,69273,Petrol,Manual,₹8.37 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,27464,Petrol,Manual,₹5.14 Lakh,Bangalore
2019,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,43922,Petrol,Automatic,₹9.00 Lakh,Bangalore
2017,Honda,Jazz 1.2L I-VTEC V,55531,Petrol,Manual,₹5.81 Lakh,Bangalore
2014,Honda,Brio S MT,73789,Petrol,Manual,₹3.56 Lakh,Bangalore
2016,Maruti,Ciaz ZXI AT,96520,Petrol,Automatic,₹5.78 Lakh,Bangalore
2021,Renault,Kwid RXT 0.8,26104,Petrol,Manual,₹4.36 Lakh,Bangalore
2012,Honda,Brio S(O) MT,143991,Petrol,Manual,₹2.85 Lakh,Bangalore
2018,Maruti,Celerio ZXI (O),93813,Petrol,Manual,₹4.47 Lakh,Bangalore
2016,Honda,Amaze 1.2L I-VTEC VX,43434,Petrol,Manual,₹5.13 Lakh,Bangalore
2016,Volkswagen,Vento HIGHLINE PETROL AT,88166,Petrol,Automatic,₹6.48 Lakh,Bangalore
2013,Maruti,Ritz VXI,75497,Petrol,Manual,₹3.56 Lakh,Bangalore
2020,Honda,City 1.5L I-VTEC ZX,30951,Petrol,Manual,₹10.88 Lakh,Bangalore
2014,Mahindra,XUV500 W6,87735,Diesel,Manual,₹7.70 Lakh,Bangalore
2017,Hyundai,Creta SX PLUS 1.6 PETROL,68811,Petrol,Manual,₹9.44 Lakh,Bangalore
2022,KIA,SONET GTX PLUS 1.5 AT,18623,Diesel,Automatic,₹14.11 Lakh,Bangalore
2019,Renault,Kwid RXT 1.0 (O),11341,Petrol,Manual,₹4.10 Lakh,Bangalore
2018,Renault,Kwid CLIMBER 1.0 AMT,52734,Petrol,Automatic,₹3.78 Lakh,Bangalore
2019,Renault,Duster 110 PS RXZ DIESEL,80160,Diesel,Manual,₹8.21 Lakh,Bangalore
2012,Maruti,Swift Dzire VDI,110904,Diesel,Manual,₹4.13 Lakh,Bangalore
2023,Hyundai,VENUE SX 1.0 (O) TURBO IMT,6278,Petrol,Manual,₹12.18 Lakh,Bangalore
2013,Honda,Brio V MT,41346,Petrol,Manual,₹3.65 Lakh,Bangalore
2021,Skoda,Rapid AMBITION AT TSI,50295,Petrol,Automatic,₹10.73 Lakh,Bangalore
2018,Maruti,Celerio VXI (O),69515,Petrol,Manual,₹4.35 Lakh,Bangalore
2022,KIA,SONET GTX PLUS 1.0 IMT,9477,Petrol,Manual,₹12.11 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.2,43170,Petrol,Manual,₹7.13 Lakh,Bangalore
2017,Skoda,Rapid STYLE 1.5 TDI AT,95524,Diesel,Automatic,₹9.86 Lakh,Bangalore
2023,Tata,NEXON XM PETROL,16129,Petrol,Manual,₹9.12 Lakh,Bangalore
2022,KIA,CARENS LUXURY 1.4 PETROL 7 STR,11437,Petrol,Manual,₹16.90 Lakh,Bangalore
2012,Honda,City 1.5L I-VTEC V MT,57296,Petrol,Manual,₹4.19 Lakh,Bangalore
2018,Renault,Duster RXS CVT,31875,Petrol,Automatic,₹7.17 Lakh,Bangalore
2018,Nissan,Micra Active XL O,33048,Petrol,Manual,₹3.91 Lakh,Bangalore
2018,Hyundai,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,103142,Petrol,Manual,₹4.65 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,65458,Petrol,Manual,₹5.06 Lakh,Bangalore
2022,KIA,CARENS LUXURY PLUS 1.4 PETROL 7 STR,15145,Petrol,Manual,₹17.47 Lakh,Bangalore
2011,Honda,City 1.5L I-VTEC V MT,68165,Petrol,Manual,₹3.47 Lakh,Bangalore
2016,Maruti,Swift VXI,65555,Petrol,Manual,₹5.79 Lakh,Bangalore
2019,Maruti,S PRESSO VXI+,35153,Petrol,Manual,₹4.09 Lakh,Bangalore
2021,Maruti,Celerio ZXI PLUS AGS,20405,Petrol,Automatic,₹6.46 Lakh,Bangalore
2019,Mahindra,XUV300 W8 (O) 1.5 DIESEL,18346,Diesel,Manual,₹11.35 Lakh,Bangalore
2021,Maruti,S PRESSO VXI+,34267,Petrol,Manual,₹4.58 Lakh,Bangalore
2017,Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,47224,Petrol,Automatic,₹5.55 Lakh,Bangalore
2021,Renault,Kwid RXT 1.0 (O),32862,Petrol,Manual,₹4.42 Lakh,Bangalore
2014,Renault,Duster 85 PS RXE DIESEL ADVENTURE,73314,Diesel,Manual,₹6.27 Lakh,Bangalore
2011,Maruti,Wagon R 1.0 VXI,61600,Petrol,Manual,₹2.89 Lakh,Bangalore
2011,Hyundai,Santro Xing GL PLUS,78152,Petrol,Manual,₹2.48 Lakh,Bangalore
2022,Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,11911,Petrol,Automatic,₹12.72 Lakh,Bangalore
2019,Tata,NEXON XZA PLUS DIESEL,60079,Diesel,Automatic,₹8.62 Lakh,Bangalore
2011,Hyundai,i10 MAGNA 1.1,70441,Petrol,Manual,₹2.62 Lakh,Bangalore
2014,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,83346,Petrol,Automatic,₹4.40 Lakh,Bangalore
2022,Renault,Kwid RXT 1.0,31621,Petrol,Manual,₹4.66 Lakh,Bangalore
2022,KIA,SONET HTX ANNIVERSARY EDITION 1.5,21176,Diesel,Manual,₹12.54 Lakh,Bangalore
2017,Renault,Kwid RXT 1.0,21138,Petrol,Manual,₹3.53 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,15069,Petrol,Manual,₹5.68 Lakh,Bangalore
2014,Hyundai,Verna FLUIDIC 1.6 VTVT SX AT,107887,Petrol,Automatic,₹5.07 Lakh,Bangalore
2019,Renault,TRIBER RXZ,70228,Petrol,Manual,₹6.48 Lakh,Bangalore
2016,Honda,Jazz 1.2L I-VTEC V,54782,Petrol,Manual,₹5.68 Lakh,Bangalore
2016,Volkswagen,Vento HIGHLINE PETROL AT,72451,Petrol,Automatic,₹6.80 Lakh,Bangalore
2022,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,14772,Petrol,Manual,₹10.60 Lakh,Bangalore
2014,Renault,Duster 110 PS RXZ 4X4 MT DIESEL,105355,Diesel,Manual,₹5.96 Lakh,Bangalore
2016,Hyundai,Creta SX PLUS AT 1.6 PETROL,94859,Petrol,Automatic,₹8.40 Lakh,Bangalore
2017,Maruti,Alto K10 VXI,13628,Petrol,Manual,₹3.83 Lakh,Bangalore
2023,Renault,Kwid RXT 1.0,1768,Petrol,Manual,₹5.74 Lakh,Bangalore
2015,Honda,Jazz 1.2L I-VTEC V AT,23660,Petrol,Automatic,₹6.03 Lakh,Bangalore
2017,Hyundai,Verna 1.6 VTVT SX AT,58359,Petrol,Automatic,₹7.67 Lakh,Bangalore
2016,Hyundai,Creta SX PLUS 1.6 PETROL,105587,Petrol,Manual,₹8.03 Lakh,Bangalore
2019,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,35148,Petrol,Automatic,₹6.76 Lakh,Bangalore
2020,KIA,SONET GTX PLUS 1.5D AT,52562,Diesel,Automatic,₹11.70 Lakh,Bangalore
2019,Honda,Amaze 1.5L I-DTEC V CVT,54392,Diesel,Automatic,₹7.70 Lakh,Bangalore
2017,Maruti,Dzire VDI AMT,77413,Diesel,Automatic,₹7.13 Lakh,Bangalore
2022,Tata,NEXON XZ PLUS (PREMIUM) DARK EDITION PETROL,24386,Petrol,Manual,₹11.68 Lakh,Bangalore
2022,Renault,Kwid CLIMBER MT 1.0,13364,Petrol,Manual,₹5.47 Lakh,Bangalore
2022,Honda,City 1.5L I-VTEC ZX CVT,9928,Petrol,Automatic,₹14.52 Lakh,Bangalore
2016,Renault,Duster 85 PS RXZ DIESEL,51829,Diesel,Manual,₹7.59 Lakh,Bangalore
2016,Honda,Brio S MT,79289,Petrol,Manual,₹3.73 Lakh,Bangalore
2017,Renault,Kwid RXT 1.0,70817,Petrol,Manual,₹3.39 Lakh,Bangalore
2019,Hyundai,Creta SX AT 1.6 PETROL,37657,Petrol,Automatic,₹12.03 Lakh,Bangalore
2022,Tata,NEXON XZ PLUS (O) DIESEL DARK EDITION,14434,Diesel,Manual,₹13.75 Lakh,Bangalore
2022,Tata,NEXON XZ PLUS DIESEL KAZIRANGA,14871,Diesel,Manual,₹13.21 Lakh,Bangalore
2022,Tata,NEXON XZA PLUS (HS) PETROL,26350,Petrol,Automatic,₹11.90 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.2,82689,Petrol,Manual,₹6.44 Lakh,Bangalore
2020,Honda,City 1.5L I-VTEC VX CVT,41750,Petrol,Automatic,₹11.25 Lakh,Bangalore
2022,KIA,SELTOS GTX PLUS 1.5 DIESEL AT,28064,Diesel,Automatic,₹18.84 Lakh,Bangalore
2021,Renault,Duster RXZ 1.3 TURBO PETROL MT,22588,Petrol,Manual,₹10.81 Lakh,Bangalore
2013,Hyundai,i20 MAGNA (O) 1.2,96431,Petrol,Manual,₹3.66 Lakh,Bangalore
2020,Tata,NEXON XZ PLUS SUNROOF PETROL DUAL TONE,45321,Petrol,Manual,₹9.14 Lakh,Bangalore
2017,Maruti,Celerio ZXI AMT,113666,Petrol,Automatic,₹4.23 Lakh,Bangalore
2017,Renault,Kwid RXL 1.0 AMT,35566,Petrol,Automatic,₹3.36 Lakh,Bangalore
2020,Hyundai,AURA SX PLUS 1.2 AMT,23213,Petrol,Automatic,₹6.73 Lakh,Bangalore
2017,Hyundai,Xcent SX 1.2,55733,Petrol,Manual,₹6.13 Lakh,Bangalore
2016,Hyundai,Creta SX PLUS 1.6 PETROL,60817,Petrol,Manual,₹9.32 Lakh,Bangalore
2020,Tata,NEXON XZA PLUS PETROL,54568,Petrol,Automatic,₹9.65 Lakh,Bangalore
2020,Renault,Kwid NEOTECH RXL 1.0 AMT,17546,Petrol,Automatic,₹4.73 Lakh,Bangalore
2022,Maruti,Dzire VXI AMT,16023,Petrol,Automatic,₹7.91 Lakh,Bangalore
2020,Tata,NEXON XZ PLUS PETROL DUAL TONE,54623,Petrol,Manual,₹8.83 Lakh,Bangalore
2016,Hyundai,Eon ERA +,44873,Petrol,Manual,₹2.98 Lakh,Bangalore
2015,Nissan,Micra Active XV,59365,Petrol,Manual,₹3.39 Lakh,Bangalore
2014,Hyundai,i20 SPORTZ 1.2,57769,Petrol,Manual,₹4.93 Lakh,Bangalore
2022,Hyundai,VENUE SX 1.0 (O) TURBO IMT,35746,Petrol,Manual,₹11.98 Lakh,Bangalore
2020,Hyundai,AURA SX PLUS 1.2 AMT CRDI,49985,Diesel,Automatic,₹8.10 Lakh,Bangalore
2013,Maruti,Ertiga VXI,51980,Petrol,Manual,₹6.82 Lakh,Bangalore
2014,Renault,Duster 110 PS RXL ADVENTURE,64937,Diesel,Manual,₹6.23 Lakh,Bangalore
2017,Maruti,Dzire ZXI PLUS AMT,105779,Petrol,Automatic,₹6.31 Lakh,Bangalore
2018,Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,42364,Petrol,Automatic,₹6.13 Lakh,Bangalore
2019,Renault,Duster RXS 1.5 PETROL MT,40229,Petrol,Manual,₹7.42 Lakh,Bangalore
2021,Maruti,Baleno DELTA CVT PETROL 1.2,32596,Petrol,Automatic,₹7.10 Lakh,Bangalore
2018,Renault,Kwid 1.0 MARVEL IRON MAN EDITION,47928,Petrol,Manual,₹3.86 Lakh,Bangalore
2016,Hyundai,Creta SX PLUS AT 1.6 DIESEL,93290,Diesel,Automatic,₹9.37 Lakh,Bangalore
2022,Hyundai,VENUE SX (O) 1.5 CRDI,14280,Diesel,Manual,₹12.31 Lakh,Bangalore
2011,Maruti,Ritz VDI,72644,Diesel,Manual,₹3.85 Lakh,Bangalore
2019,Hyundai,Creta SX AT 1.6 PETROL,44370,Petrol,Automatic,₹11.24 Lakh,Bangalore
2018,Honda,City 1.5L I-VTEC ZX CVT,29977,Petrol,Automatic,₹9.77 Lakh,Bangalore
2021,KIA,SELTOS GTX PLUS 1.4 PETROL DCT DUAL TONE,30378,Petrol,Automatic,₹16.70 Lakh,Bangalore
2016,Hyundai,Creta SX PLUS AT 1.6 DIESEL,113873,Diesel,Automatic,₹9.46 Lakh,Bangalore
2016,Hyundai,Elite i20 ASTA 1.2 (O),89398,Petrol,Manual,₹6.34 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,42552,Petrol,Manual,₹4.89 Lakh,Bangalore
2022,Tata,NEXON XZA PLUS (O) PETROL,13619,Petrol,Automatic,₹12.63 Lakh,Bangalore
2023,Maruti,Alto K10 VXI PLUS,5654,Petrol,Manual,₹5.50 Lakh,Bangalore
2016,Hyundai,Creta E PLUS 1.6 PETROL,48665,Petrol,Manual,₹8.33 Lakh,Bangalore
2014,Hyundai,i20 SPORTZ 1.2,40194,Petrol,Manual,₹4.69 Lakh,Bangalore
2016,Honda,City 1.5L I-VTEC VX CVT,92236,Petrol,Automatic,₹7.25 Lakh,Bangalore
2018,Maruti,Ciaz ALPHA 1.4 PETROL,49559,Petrol,Manual,₹7.33 Lakh,Bangalore
2017,Hyundai,Creta SX PLUS 1.6 PETROL,18538,Petrol,Manual,₹9.83 Lakh,Bangalore
2019,Honda,City 1.5L I-VTEC ZX CVT,32479,Petrol,Automatic,₹10.61 Lakh,Bangalore
2020,Tata,NEXON XZ PLUS (O) PETROL,46447,Petrol,Manual,₹10.05 Lakh,Bangalore
2023,Maruti,Celerio ZXI AMT,17052,Petrol,Automatic,₹6.50 Lakh,Bangalore
2016,Volkswagen,Ameo HIGHLINE1.2L,54327,Petrol,Manual,₹5.47 Lakh,Bangalore
2015,Maruti,Wagon R 1.0 VXI,27184,Petrol,Manual,₹3.87 Lakh,Bangalore
2015,Mahindra,XUV500 W6,86773,Diesel,Manual,₹8.28 Lakh,Bangalore
2019,Tata,NEXON XZA PLUS PETROL DUAL TONE,59737,Petrol,Automatic,₹8.07 Lakh,Bangalore
2022,Maruti,Dzire ZXI Plus AMT,9369,Petrol,Automatic,₹9.02 Lakh,Bangalore
2016,Hyundai,Creta E PLUS 1.6 PETROL,89371,Petrol,Manual,₹8.58 Lakh,Bangalore
2023,Maruti,Celerio VXI AMT,3951,Petrol,Automatic,₹6.61 Lakh,Bangalore
2017,Renault,Kwid CLIMBER 1.0 AMT,55810,Petrol,Automatic,₹3.82 Lakh,Bangalore
2012,Hyundai,i10 SPORTZ 1.2,36577,Petrol,Manual,₹3.33 Lakh,Bangalore
2016,Honda,Amaze 1.2L I-VTEC S,47097,Petrol,Manual,₹5.05 Lakh,Bangalore
2011,Maruti,Swift VXI,96506,Petrol,Manual,₹3.52 Lakh,Bangalore
2020,Renault,Duster RXZ 1.3 TURBO PETROL CVT,46385,Petrol,Automatic,₹10.82 Lakh,Bangalore
2013,Maruti,Wagon R 1.0 VXI,76286,Petrol,Manual,₹3.34 Lakh,Bangalore
2022,KIA,SONET HTK PLUS 1.5,22691,Diesel,Manual,₹11.15 Lakh,Bangalore
2018,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,65464,Petrol,Manual,₹5.03 Lakh,Bangalore
2018,Renault,Kwid CLIMBER 1.0 AMT,37091,Petrol,Automatic,₹3.88 Lakh,Bangalore
2012,Hyundai,i20 SPORTZ 1.2,52538,Petrol,Manual,₹4.13 Lakh,Bangalore
2014,Hyundai,Xcent S 1.2,65455,Petrol,Manual,₹4.26 Lakh,Bangalore
2016,Hyundai,Creta SX PLUS 1.6 PETROL,92043,Petrol,Manual,₹8.50 Lakh,Bangalore
2017,Honda,City 1.5L I-VTEC ZX CVT,42019,Petrol,Automatic,₹8.84 Lakh,Bangalore
2014,Honda,City 1.5L I-VTEC V MT,74032,Petrol,Manual,₹5.39 Lakh,Bangalore
2023,Maruti,Alto K10 VXI PLUS AMT,6675,Petrol,Automatic,₹5.80 Lakh,Bangalore
2016,Hyundai,Elite i20 ASTA 1.2 (O),55254,Petrol,Manual,₹6.80 Lakh,Bangalore
